date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref,league
2024-03-31T11:00:00Z,27,lorient,brest,0,1,0,0,1,brest,lorient,jérôme brisard,Ligue_1
2024-03-31T13:00:00Z,27,le havre,montpellier,0,2,0,0,2,montpellier,le havre,mathieu vernice,Ligue_1
2024-03-31T13:00:00Z,27,clermont foot,toulouse,0,3,0,1,3,toulouse,clermont foot,pierre gaillouste,Ligue_1
2024-03-31T13:00:00Z,27,nice,nantes,1,2,0,1,1,nantes,nice,bastien dechepy,Ligue_1
2024-03-31T15:05:00Z,27,strasbourg,stade rennais,2,0,0,0,2,strasbourg,stade rennais,jeremy stinat,Ligue_1
2024-03-31T18:45:00Z,27,marseille,psg,0,2,0,0,2,psg,marseille,benoît bastien,Ligue_1
2024-04-05T19:00:00Z,28,lille,marseille,3,1,0,0,2,lille,marseille,bastien dechepy,Ligue_1
2024-04-06T15:00:00Z,28,rc lens,le havre,1,1,0,0,0,draw,draw,françois letexier,Ligue_1
2024-04-06T19:00:00Z,28,psg,clermont foot,1,1,0,1,0,draw,draw,gaël angoula,Ligue_1
2024-04-07T11:00:00Z,28,brest,fc metz,4,3,3,1,1,brest,fc metz,benoît millot,Ligue_1
2024-04-07T13:00:00Z,28,toulouse,strasbourg,0,0,0,0,0,draw,draw,ruddy buquet,Ligue_1
2024-04-07T13:00:00Z,28,montpellier,lorient,2,0,0,0,2,montpellier,lorient,romain lissorgue,Ligue_1
2024-04-07T13:00:00Z,28,stade de reims,nice,0,0,0,0,0,draw,draw,eric wattellier,Ligue_1
2024-04-07T15:05:00Z,28,monaco,stade rennais,1,0,1,0,1,monaco,stade rennais,stéphanie frappart,Ligue_1
2024-04-07T18:45:00Z,28,nantes,olympique lyon,1,3,1,0,2,olympique lyon,nantes,jérôme brisard,Ligue_1
2024-04-12T19:00:00Z,29,fc metz,rc lens,2,1,2,1,1,fc metz,rc lens,romain lissorgue,Ligue_1
2024-04-13T15:00:00Z,29,strasbourg,stade de reims,3,1,1,1,2,strasbourg,stade de reims,willy delajod,Ligue_1
2024-04-13T19:00:00Z,29,stade rennais,toulouse,1,2,1,2,1,toulouse,stade rennais,florent batta,Ligue_1
2024-04-14T11:00:00Z,29,le havre,nantes,0,1,0,0,1,nantes,le havre,hakim ben el hadj salem,Ligue_1
2024-04-14T13:00:00Z,29,clermont foot,montpellier,1,1,1,0,0,draw,draw,thomas léonard,Ligue_1
2024-04-14T18:45:00Z,29,olympique lyon,brest,4,3,1,0,1,olympique lyon,brest,mathieu vernice,Ligue_1
2024-04-19T19:00:00Z,30,nice,lorient,3,0,1,0,3,nice,lorient,jeremy stinat,Ligue_1
2024-04-20T15:00:00Z,30,nantes,stade rennais,0,3,0,0,3,stade rennais,nantes,willy delajod,Ligue_1
2024-04-20T19:00:00Z,30,rc lens,clermont foot,1,0,1,0,1,rc lens,clermont foot,benoît bastien,Ligue_1
2024-04-21T13:00:00Z,30,le havre,fc metz,0,1,0,0,1,fc metz,le havre,marc bollengier,Ligue_1
2024-04-21T13:00:00Z,30,lille,strasbourg,1,0,1,0,1,lille,strasbourg,benoît millot,Ligue_1
2024-04-21T13:00:00Z,30,stade de reims,montpellier,1,2,0,1,1,montpellier,stade de reims,pierre gaillouste,Ligue_1
2024-04-21T15:05:00Z,30,brest,monaco,0,2,0,1,2,monaco,brest,ruddy buquet,Ligue_1
2024-04-21T17:15:00Z,30,toulouse,marseille,2,2,1,1,0,draw,draw,clément turpin,Ligue_1
2024-04-21T19:00:00Z,30,psg,olympique lyon,4,1,4,1,3,psg,olympique lyon,françois letexier,Ligue_1
2024-04-24T17:00:00Z,29,lorient,psg,1,4,0,2,3,psg,lorient,marc bollengier,Ligue_1
2024-04-24T19:00:00Z,29,monaco,lille,1,0,0,0,1,monaco,lille,clément turpin,Ligue_1
2024-04-24T19:00:00Z,29,marseille,nice,2,2,1,1,0,draw,draw,jérémie pignard,Ligue_1
2024-04-26T19:00:00Z,31,montpellier,nantes,1,1,1,1,0,draw,draw,jeremy stinat,Ligue_1
2024-04-27T19:00:00Z,31,psg,le havre,3,3,1,2,0,draw,draw,willy delajod,Ligue_1
2024-04-28T11:00:00Z,31,fc metz,lille,1,2,1,2,1,lille,fc metz,stéphanie frappart,Ligue_1
2024-04-28T13:00:00Z,31,clermont foot,stade de reims,4,1,1,1,3,clermont foot,stade de reims,florent batta,Ligue_1
2024-04-28T13:00:00Z,31,lorient,toulouse,1,2,1,0,1,toulouse,lorient,gaël angoula,Ligue_1
2024-04-28T13:00:00Z,31,strasbourg,nice,1,3,1,1,2,nice,strasbourg,thomas léonard,Ligue_1
2024-04-28T15:05:00Z,31,stade rennais,brest,4,5,2,1,1,brest,stade rennais,jérémie pignard,Ligue_1
2024-04-28T17:00:00Z,31,olympique lyon,monaco,3,2,2,1,1,olympique lyon,monaco,bastien dechepy,Ligue_1
2024-04-28T19:00:00Z,31,marseille,rc lens,2,1,1,0,1,marseille,rc lens,eric wattellier,Ligue_1
2024-05-03T17:00:00Z,32,toulouse,montpellier,1,2,1,1,1,montpellier,toulouse,marc bollengier,Ligue_1
2024-05-03T19:00:00Z,32,rc lens,lorient,2,0,0,0,2,rc lens,lorient,jérémie pignard,Ligue_1
2024-05-04T13:00:00Z,32,le havre,strasbourg,3,1,1,0,2,le havre,strasbourg,jérôme brisard,Ligue_1
2024-05-04T15:00:00Z,32,monaco,clermont foot,4,1,2,1,3,monaco,clermont foot,hakim ben el hadj salem,Ligue_1
2024-05-04T17:00:00Z,32,fc metz,stade rennais,2,3,2,1,1,stade rennais,fc metz,ruddy buquet,Ligue_1
2024-05-04T19:00:00Z,32,brest,nantes,0,0,0,0,0,draw,draw,clément turpin,Ligue_1
2024-05-06T19:00:00Z,32,lille,olympique lyon,3,4,2,0,1,olympique lyon,lille,benoît bastien,Ligue_1
2024-05-10T19:00:00Z,33,nice,le havre,1,0,1,0,1,nice,le havre,benoît bastien,Ligue_1
2024-05-10T19:00:00Z,33,brest,stade de reims,1,1,1,1,0,draw,draw,jérôme brisard,Ligue_1
2024-05-12T19:00:00Z,33,clermont foot,olympique lyon,0,1,0,0,1,olympique lyon,clermont foot,pierre gaillouste,Ligue_1
2024-05-12T19:00:00Z,33,nantes,lille,1,2,0,2,1,lille,nantes,eric wattellier,Ligue_1
2024-05-12T19:00:00Z,33,montpellier,monaco,0,2,0,0,2,monaco,montpellier,stéphanie frappart,Ligue_1
2024-05-12T19:00:00Z,33,marseille,lorient,3,1,2,1,2,marseille,lorient,bastien dechepy,Ligue_1
2024-05-12T19:00:00Z,33,psg,toulouse,1,3,1,1,2,toulouse,psg,florent batta,Ligue_1
2024-05-12T19:00:00Z,33,strasbourg,fc metz,2,1,0,0,1,strasbourg,fc metz,françois letexier,Ligue_1
2024-05-12T19:00:00Z,33,stade rennais,rc lens,1,1,0,0,0,draw,draw,benoît millot,Ligue_1
2024-05-15T19:00:00Z,32,nice,psg,1,2,1,2,1,psg,nice,ruddy buquet,Ligue_1
2024-05-15T19:00:00Z,32,stade de reims,marseille,1,0,1,0,1,stade de reims,marseille,hakim ben el hadj salem,Ligue_1
2024-05-19T19:00:00Z,34,le havre,marseille,1,2,0,0,1,marseille,le havre,jeremy stinat,Ligue_1
2024-05-19T19:00:00Z,34,monaco,nantes,4,0,3,0,4,monaco,nantes,romain lissorgue,Ligue_1
2024-05-19T19:00:00Z,34,lorient,clermont foot,5,0,2,0,5,lorient,clermont foot,clément turpin,Ligue_1
2024-05-19T19:00:00Z,34,fc metz,psg,0,2,0,2,2,psg,fc metz,gaël angoula,Ligue_1
2024-05-19T19:00:00Z,34,toulouse,brest,0,3,0,0,3,brest,toulouse,jérémie pignard,Ligue_1
2024-05-19T19:00:00Z,34,olympique lyon,strasbourg,2,1,1,0,1,olympique lyon,strasbourg,eric wattellier,Ligue_1
2024-05-19T19:00:00Z,34,lille,nice,2,2,0,1,0,draw,draw,willy delajod,Ligue_1
2024-05-19T19:00:00Z,34,rc lens,montpellier,2,2,2,0,0,draw,draw,thomas léonard,Ligue_1
2024-05-19T19:00:00Z,34,stade de reims,stade rennais,2,1,0,0,1,stade de reims,stade rennais,mathieu vernice,Ligue_1
2023-08-11T19:00:00Z,1,burnley,man city,0,3,0,2,3,man city,burnley,craig pawson,Premier_League
2023-08-12T12:00:00Z,1,arsenal,nottingham,2,1,2,0,1,arsenal,nottingham,michael oliver,Premier_League
2023-08-12T14:00:00Z,1,bournemouth,west ham,1,1,0,0,0,draw,draw,peter bankes,Premier_League
2023-08-12T14:00:00Z,1,brighton hove,luton town,4,1,1,0,3,brighton hove,luton town,david coote,Premier_League
2023-08-12T14:00:00Z,1,everton,fulham,0,1,0,0,1,fulham,everton,stuart attwell,Premier_League
2023-08-12T14:00:00Z,1,sheffield utd,crystal palace,0,1,0,0,1,crystal palace,sheffield utd,john brooks,Premier_League
2023-08-12T16:30:00Z,1,newcastle,aston villa,5,1,2,1,4,newcastle,aston villa,andy madley,Premier_League
2023-08-13T13:00:00Z,1,brentford,tottenham,2,2,2,2,0,draw,draw,robert jones,Premier_League
2023-08-13T15:30:00Z,1,chelsea,liverpool,1,1,1,1,0,draw,draw,anthony taylor,Premier_League
2023-08-14T19:00:00Z,1,man united,wolverhampton,1,0,0,0,1,man united,wolverhampton,simon hooper,Premier_League
2023-08-18T18:45:00Z,2,nottingham,sheffield utd,2,1,1,0,1,nottingham,sheffield utd,peter bankes,Premier_League
2023-08-19T14:00:00Z,2,fulham,brentford,0,3,0,1,3,brentford,fulham,darren bond,Premier_League
2023-08-19T14:00:00Z,2,liverpool,bournemouth,3,1,2,1,2,liverpool,bournemouth,thomas bramall,Premier_League
2023-08-19T14:00:00Z,2,wolverhampton,brighton hove,1,4,0,1,3,brighton hove,wolverhampton,andy madley,Premier_League
2023-08-19T16:30:00Z,2,tottenham,man united,2,0,0,0,2,tottenham,man united,michael oliver,Premier_League
2023-08-19T19:00:00Z,2,man city,newcastle,1,0,1,0,1,man city,newcastle,robert jones,Premier_League
2023-08-20T13:00:00Z,2,aston villa,everton,4,0,2,0,4,aston villa,everton,anthony taylor,Premier_League
2023-08-20T15:30:00Z,2,west ham,chelsea,3,1,1,1,2,west ham,chelsea,john brooks,Premier_League
2023-08-21T19:00:00Z,2,crystal palace,arsenal,0,1,0,0,1,arsenal,crystal palace,david coote,Premier_League
2023-08-25T19:00:00Z,3,chelsea,luton town,3,0,1,0,3,chelsea,luton town,robert jones,Premier_League
2023-08-26T11:30:00Z,3,bournemouth,tottenham,0,2,0,1,2,tottenham,bournemouth,tim robinson,Premier_League
2023-08-26T14:00:00Z,3,everton,wolverhampton,0,1,0,0,1,wolverhampton,everton,craig pawson,Premier_League
2023-08-26T14:00:00Z,3,man united,nottingham,3,2,1,2,1,man united,nottingham,stuart attwell,Premier_League
2023-08-26T14:00:00Z,3,arsenal,fulham,2,2,0,1,0,draw,draw,paul tierney,Premier_League
2023-08-26T14:00:00Z,3,brentford,crystal palace,1,1,1,0,0,draw,draw,peter bankes,Premier_League
2023-08-26T16:30:00Z,3,brighton hove,west ham,1,3,0,1,2,west ham,brighton hove,anthony taylor,Premier_League
2023-08-27T13:00:00Z,3,sheffield utd,man city,1,2,0,0,1,man city,sheffield utd,jarred gillett,Premier_League
2023-08-27T13:00:00Z,3,burnley,aston villa,1,3,0,2,2,aston villa,burnley,michael salisbury,Premier_League
2023-08-27T15:30:00Z,3,newcastle,liverpool,1,2,1,0,1,liverpool,newcastle,john brooks,Premier_League
2023-09-01T19:00:00Z,4,luton town,west ham,1,2,0,1,1,west ham,luton town,paul tierney,Premier_League
2023-09-02T11:30:00Z,4,sheffield utd,everton,2,2,2,1,0,draw,draw,andy madley,Premier_League
2023-09-02T14:00:00Z,4,brentford,bournemouth,2,2,1,1,0,draw,draw,bobby madley,Premier_League
2023-09-02T14:00:00Z,4,burnley,tottenham,2,5,1,2,3,tottenham,burnley,darren england,Premier_League
2023-09-02T14:00:00Z,4,chelsea,nottingham,0,1,0,0,1,nottingham,chelsea,tim robinson,Premier_League
2023-09-02T14:00:00Z,4,man city,fulham,5,1,2,1,4,man city,fulham,michael oliver,Premier_League
2023-09-02T16:30:00Z,4,brighton hove,newcastle,3,1,1,0,2,brighton hove,newcastle,stuart attwell,Premier_League
2023-09-03T13:00:00Z,4,crystal palace,wolverhampton,3,2,0,0,1,crystal palace,wolverhampton,robert jones,Premier_League
2023-09-03T13:00:00Z,4,liverpool,aston villa,3,0,2,0,3,liverpool,aston villa,simon hooper,Premier_League
2023-09-03T15:30:00Z,4,arsenal,man united,3,1,1,1,2,arsenal,man united,anthony taylor,Premier_League
2023-09-16T11:30:00Z,5,wolverhampton,liverpool,1,3,1,0,2,liverpool,wolverhampton,michael oliver,Premier_League
2023-09-16T14:00:00Z,5,aston villa,crystal palace,3,1,0,0,2,aston villa,crystal palace,darren england,Premier_League
2023-09-16T14:00:00Z,5,fulham,luton town,1,0,0,0,1,fulham,luton town,michael salisbury,Premier_League
2023-09-16T14:00:00Z,5,man united,brighton hove,1,3,0,1,2,brighton hove,man united,jarred gillett,Premier_League
2023-09-16T14:00:00Z,5,tottenham,sheffield utd,2,1,0,0,1,tottenham,sheffield utd,peter bankes,Premier_League
2023-09-16T14:00:00Z,5,west ham,man city,1,3,1,0,2,man city,west ham,andy madley,Premier_League
2023-09-16T16:30:00Z,5,newcastle,brentford,1,0,0,0,1,newcastle,brentford,craig pawson,Premier_League
2023-09-17T13:00:00Z,5,bournemouth,chelsea,0,0,0,0,0,draw,draw,david coote,Premier_League
2023-09-17T15:30:00Z,5,everton,arsenal,0,1,0,0,1,arsenal,everton,simon hooper,Premier_League
2023-09-18T18:45:00Z,5,nottingham,burnley,1,1,0,1,0,draw,draw,robert jones,Premier_League
2023-09-23T14:00:00Z,6,crystal palace,fulham,0,0,0,0,0,draw,draw,paul tierney,Premier_League
2023-09-23T14:00:00Z,6,luton town,wolverhampton,1,1,0,0,0,draw,draw,josh smith,Premier_League
2023-09-23T14:00:00Z,6,man city,nottingham,2,0,2,0,2,man city,nottingham,anthony taylor,Premier_League
2023-09-23T16:30:00Z,6,brentford,everton,1,3,1,1,2,everton,brentford,michael oliver,Premier_League
2023-09-23T19:00:00Z,6,burnley,man united,0,1,0,1,1,man united,burnley,tony harrington,Premier_League
2023-09-24T13:00:00Z,6,arsenal,tottenham,2,2,1,1,0,draw,draw,robert jones,Premier_League
2023-09-24T13:00:00Z,6,brighton hove,bournemouth,3,1,1,1,2,brighton hove,bournemouth,john brooks,Premier_League
2023-09-24T13:00:00Z,6,chelsea,aston villa,0,1,0,0,1,aston villa,chelsea,jarred gillett,Premier_League
2023-09-24T13:00:00Z,6,liverpool,west ham,3,1,1,1,2,liverpool,west ham,chris kavanagh,Premier_League
2023-09-24T15:30:00Z,6,sheffield utd,newcastle,0,8,0,3,8,newcastle,sheffield utd,stuart attwell,Premier_League
2023-09-30T11:30:00Z,7,aston villa,brighton hove,6,1,3,0,5,aston villa,brighton hove,andy madley,Premier_League
2023-09-30T14:00:00Z,7,bournemouth,arsenal,0,4,0,2,4,arsenal,bournemouth,michael salisbury,Premier_League
2023-09-30T14:00:00Z,7,everton,luton town,1,2,1,2,1,luton town,everton,anthony taylor,Premier_League
2023-09-30T14:00:00Z,7,man united,crystal palace,0,1,0,1,1,crystal palace,man united,chris kavanagh,Premier_League
2023-09-30T14:00:00Z,7,newcastle,burnley,2,0,1,0,2,newcastle,burnley,thomas bramall,Premier_League
2023-09-30T14:00:00Z,7,west ham,sheffield utd,2,0,2,0,2,west ham,sheffield utd,graham scott,Premier_League
2023-09-30T14:00:00Z,7,wolverhampton,man city,2,1,1,0,1,wolverhampton,man city,craig pawson,Premier_League
2023-09-30T16:30:00Z,7,tottenham,liverpool,2,1,1,1,1,tottenham,liverpool,simon hooper,Premier_League
2023-10-01T13:00:00Z,7,nottingham,brentford,1,1,0,0,0,draw,draw,paul tierney,Premier_League
2023-10-02T19:00:00Z,7,fulham,chelsea,0,2,0,2,2,chelsea,fulham,tim robinson,Premier_League
2023-10-03T18:30:00Z,2,luton town,burnley,1,2,0,1,1,burnley,luton town,peter bankes,Premier_League
2023-10-07T11:30:00Z,8,luton town,tottenham,0,1,0,0,1,tottenham,luton town,john brooks,Premier_League
2023-10-07T14:00:00Z,8,burnley,chelsea,1,4,1,1,3,chelsea,burnley,stuart attwell,Premier_League
2023-10-07T14:00:00Z,8,everton,bournemouth,3,0,2,0,3,everton,bournemouth,david coote,Premier_League
2023-10-07T14:00:00Z,8,fulham,sheffield utd,3,1,0,0,2,fulham,sheffield utd,sam barrott,Premier_League
2023-10-07T14:00:00Z,8,man united,brentford,2,1,0,1,1,man united,brentford,bobby madley,Premier_League
2023-10-07T16:30:00Z,8,crystal palace,nottingham,0,0,0,0,0,draw,draw,craig pawson,Premier_League
2023-10-08T13:00:00Z,8,brighton hove,liverpool,2,2,1,2,0,draw,draw,anthony taylor,Premier_League
2023-10-08T13:00:00Z,8,west ham,newcastle,2,2,1,0,0,draw,draw,peter bankes,Premier_League
2023-10-08T13:00:00Z,8,wolverhampton,aston villa,1,1,0,0,0,draw,draw,robert jones,Premier_League
2023-10-08T15:30:00Z,8,arsenal,man city,1,0,0,0,1,arsenal,man city,michael oliver,Premier_League
2023-10-21T11:30:00Z,9,liverpool,everton,2,0,0,0,2,liverpool,everton,craig pawson,Premier_League
2023-10-21T14:00:00Z,9,bournemouth,wolverhampton,1,2,1,0,1,wolverhampton,bournemouth,paul tierney,Premier_League
2023-10-21T14:00:00Z,9,brentford,burnley,3,0,1,0,3,brentford,burnley,josh smith,Premier_League
2023-10-21T14:00:00Z,9,man city,brighton hove,2,1,2,0,1,man city,brighton hove,robert jones,Premier_League
2023-10-21T14:00:00Z,9,newcastle,crystal palace,4,0,3,0,4,newcastle,crystal palace,tim robinson,Premier_League
2023-10-21T14:00:00Z,9,nottingham,luton town,2,2,0,0,0,draw,draw,sam barrott,Premier_League
2023-10-21T16:30:00Z,9,chelsea,arsenal,2,2,1,0,0,draw,draw,chris kavanagh,Premier_League
2023-10-21T19:00:00Z,9,sheffield utd,man united,1,2,1,1,1,man united,sheffield utd,michael oliver,Premier_League
2023-10-22T15:30:00Z,9,aston villa,west ham,4,1,1,0,3,aston villa,west ham,david coote,Premier_League
2023-10-23T19:00:00Z,9,tottenham,fulham,2,0,1,0,2,tottenham,fulham,anthony taylor,Premier_League
2023-10-27T19:00:00Z,10,crystal palace,tottenham,1,2,0,0,1,tottenham,crystal palace,andy madley,Premier_League
2023-10-28T11:30:00Z,10,chelsea,brentford,0,2,0,0,2,brentford,chelsea,simon hooper,Premier_League
2023-10-28T14:00:00Z,10,bournemouth,burnley,2,1,1,1,1,bournemouth,burnley,sam barrott,Premier_League
2023-10-28T14:00:00Z,10,arsenal,sheffield utd,5,0,1,0,5,arsenal,sheffield utd,tim robinson,Premier_League
2023-10-28T16:30:00Z,10,wolverhampton,newcastle,2,2,1,2,0,draw,draw,anthony taylor,Premier_League
2023-10-29T13:00:00Z,10,west ham,everton,0,1,0,0,1,everton,west ham,stuart attwell,Premier_League
2023-10-29T14:00:00Z,10,aston villa,luton town,3,1,1,0,2,aston villa,luton town,john brooks,Premier_League
2023-10-29T14:00:00Z,10,brighton hove,fulham,1,1,1,0,0,draw,draw,michael salisbury,Premier_League
2023-10-29T14:00:00Z,10,liverpool,nottingham,3,0,2,0,3,liverpool,nottingham,chris kavanagh,Premier_League
2023-10-29T15:30:00Z,10,man united,man city,0,3,0,1,3,man city,man united,paul tierney,Premier_League
2023-11-04T12:30:00Z,11,fulham,man united,0,1,0,0,1,man united,fulham,john brooks,Premier_League
2023-11-04T15:00:00Z,11,brentford,west ham,3,2,1,2,1,brentford,west ham,thomas bramall,Premier_League
2023-11-04T15:00:00Z,11,burnley,crystal palace,0,2,0,1,2,crystal palace,burnley,peter bankes,Premier_League
2023-11-04T15:00:00Z,11,everton,brighton hove,1,1,1,0,0,draw,draw,tim robinson,Premier_League
2023-11-04T15:00:00Z,11,man city,bournemouth,6,1,3,0,5,man city,bournemouth,craig pawson,Premier_League
2023-11-04T15:00:00Z,11,sheffield utd,wolverhampton,2,1,0,0,1,sheffield utd,wolverhampton,robert jones,Premier_League
2023-11-04T17:30:00Z,11,newcastle,arsenal,1,0,0,0,1,newcastle,arsenal,stuart attwell,Premier_League
2023-11-05T14:00:00Z,11,nottingham,aston villa,2,0,1,0,2,nottingham,aston villa,jarred gillett,Premier_League
2023-11-05T16:30:00Z,11,luton town,liverpool,1,1,0,0,0,draw,draw,andy madley,Premier_League
2023-11-06T20:00:00Z,11,tottenham,chelsea,1,4,1,1,3,chelsea,tottenham,michael oliver,Premier_League
2023-11-11T12:30:00Z,12,wolverhampton,tottenham,2,1,0,1,1,wolverhampton,tottenham,tim robinson,Premier_League
2023-11-11T15:00:00Z,12,arsenal,burnley,3,1,1,0,2,arsenal,burnley,michael oliver,Premier_League
2023-11-11T15:00:00Z,12,crystal palace,everton,2,3,1,1,1,everton,crystal palace,sam barrott,Premier_League
2023-11-11T15:00:00Z,12,man united,luton town,1,0,0,0,1,man united,luton town,graham scott,Premier_League
2023-11-11T17:30:00Z,12,bournemouth,newcastle,2,0,0,0,2,bournemouth,newcastle,chris kavanagh,Premier_League
2023-11-12T14:00:00Z,12,aston villa,fulham,3,1,2,0,2,aston villa,fulham,simon hooper,Premier_League
2023-11-12T14:00:00Z,12,brighton hove,sheffield utd,1,1,1,0,0,draw,draw,john brooks,Premier_League
2023-11-12T14:00:00Z,12,liverpool,brentford,3,0,1,0,3,liverpool,brentford,paul tierney,Premier_League
2023-11-12T14:00:00Z,12,west ham,nottingham,3,2,1,1,1,west ham,nottingham,michael salisbury,Premier_League
2023-11-12T16:30:00Z,12,chelsea,man city,4,4,2,2,0,draw,draw,anthony taylor,Premier_League
2023-11-25T12:30:00Z,13,man city,liverpool,1,1,1,0,0,draw,draw,chris kavanagh,Premier_League
2023-11-25T15:00:00Z,13,burnley,west ham,1,2,0,0,1,west ham,burnley,sam barrott,Premier_League
2023-11-25T15:00:00Z,13,luton town,crystal palace,2,1,0,0,1,luton town,crystal palace,jarred gillett,Premier_League
2023-11-25T15:00:00Z,13,newcastle,chelsea,4,1,1,1,3,newcastle,chelsea,simon hooper,Premier_League
2023-11-25T15:00:00Z,13,nottingham,brighton hove,2,3,1,2,1,brighton hove,nottingham,anthony taylor,Premier_League
2023-11-25T15:00:00Z,13,sheffield utd,bournemouth,1,3,0,2,2,bournemouth,sheffield utd,bobby madley,Premier_League
2023-11-25T17:30:00Z,13,brentford,arsenal,0,1,0,0,1,arsenal,brentford,tim robinson,Premier_League
2023-11-26T14:00:00Z,13,tottenham,aston villa,1,2,1,1,1,aston villa,tottenham,robert jones,Premier_League
2023-11-26T16:30:00Z,13,everton,man united,0,3,0,1,3,man united,everton,john brooks,Premier_League
2023-11-27T20:00:00Z,13,fulham,wolverhampton,3,2,1,1,1,fulham,wolverhampton,michael salisbury,Premier_League
2023-12-02T15:00:00Z,14,arsenal,wolverhampton,2,1,2,0,1,arsenal,wolverhampton,peter bankes,Premier_League
2023-12-02T15:00:00Z,14,brentford,luton town,3,1,0,0,2,brentford,luton town,anthony taylor,Premier_League
2023-12-02T15:00:00Z,14,burnley,sheffield utd,5,0,2,0,5,burnley,sheffield utd,chris kavanagh,Premier_League
2023-12-02T17:30:00Z,14,nottingham,everton,0,1,0,0,1,everton,nottingham,paul tierney,Premier_League
2023-12-02T20:00:00Z,14,newcastle,man united,1,0,0,0,1,newcastle,man united,robert jones,Premier_League
2023-12-03T14:00:00Z,14,bournemouth,aston villa,2,2,1,1,0,draw,draw,thomas bramall,Premier_League
2023-12-03T14:00:00Z,14,chelsea,brighton hove,3,2,2,1,1,chelsea,brighton hove,craig pawson,Premier_League
2023-12-03T14:00:00Z,14,liverpool,fulham,4,3,2,2,1,liverpool,fulham,stuart attwell,Premier_League
2023-12-03T14:00:00Z,14,west ham,crystal palace,1,1,1,0,0,draw,draw,michael oliver,Premier_League
2023-12-03T16:30:00Z,14,man city,tottenham,3,3,2,1,0,draw,draw,simon hooper,Premier_League
2023-12-05T19:30:00Z,15,wolverhampton,burnley,1,0,1,0,1,wolverhampton,burnley,jarred gillett,Premier_League
2023-12-05T20:15:00Z,15,luton town,arsenal,3,4,1,2,1,arsenal,luton town,sam barrott,Premier_League
2023-12-06T19:30:00Z,15,brighton hove,brentford,2,1,1,1,1,brighton hove,brentford,peter bankes,Premier_League
2023-12-06T19:30:00Z,15,fulham,nottingham,5,0,2,0,5,fulham,nottingham,josh smith,Premier_League
2023-12-06T19:30:00Z,15,sheffield utd,liverpool,0,2,0,1,2,liverpool,sheffield utd,simon hooper,Premier_League
2023-12-06T19:30:00Z,15,crystal palace,bournemouth,0,2,0,1,2,bournemouth,crystal palace,craig pawson,Premier_League
2023-12-06T20:15:00Z,15,aston villa,man city,1,0,0,0,1,aston villa,man city,john brooks,Premier_League
2023-12-06T20:15:00Z,15,man united,chelsea,2,1,1,1,1,man united,chelsea,chris kavanagh,Premier_League
2023-12-07T19:30:00Z,15,everton,newcastle,3,0,0,0,3,everton,newcastle,tim robinson,Premier_League
2023-12-07T20:15:00Z,15,tottenham,west ham,1,2,1,0,1,west ham,tottenham,michael salisbury,Premier_League
2023-12-09T12:30:00Z,16,crystal palace,liverpool,1,2,0,0,1,liverpool,crystal palace,andy madley,Premier_League
2023-12-09T15:00:00Z,16,brighton hove,burnley,1,1,0,1,0,draw,draw,simon hooper,Premier_League
2023-12-09T15:00:00Z,16,man united,bournemouth,0,3,0,1,3,bournemouth,man united,peter bankes,Premier_League
2023-12-09T15:00:00Z,16,sheffield utd,brentford,1,0,1,0,1,sheffield utd,brentford,stuart attwell,Premier_League
2023-12-09T15:00:00Z,16,wolverhampton,nottingham,1,1,1,1,0,draw,draw,sam barrott,Premier_League
2023-12-09T17:30:00Z,16,aston villa,arsenal,1,0,1,0,1,aston villa,arsenal,jarred gillett,Premier_League
2023-12-10T14:00:00Z,16,everton,chelsea,2,0,0,0,2,everton,chelsea,michael oliver,Premier_League
2023-12-10T14:00:00Z,16,fulham,west ham,5,0,3,0,5,fulham,west ham,paul tierney,Premier_League
2023-12-10T14:00:00Z,16,luton town,man city,1,2,1,0,1,man city,luton town,tim robinson,Premier_League
2023-12-10T16:30:00Z,16,tottenham,newcastle,4,1,2,0,3,tottenham,newcastle,chris kavanagh,Premier_League
2023-12-15T20:00:00Z,17,nottingham,tottenham,0,2,0,1,2,tottenham,nottingham,jarred gillett,Premier_League
2023-12-16T15:00:00Z,17,chelsea,sheffield utd,2,0,0,0,2,chelsea,sheffield utd,andy madley,Premier_League
2023-12-16T15:00:00Z,17,man city,crystal palace,2,2,1,0,0,draw,draw,paul tierney,Premier_League
2023-12-16T15:00:00Z,17,newcastle,fulham,3,0,0,0,3,newcastle,fulham,sam barrott,Premier_League
2023-12-16T17:30:00Z,17,burnley,everton,0,2,0,2,2,everton,burnley,anthony taylor,Premier_League
2023-12-17T14:00:00Z,17,arsenal,brighton hove,2,0,0,0,2,arsenal,brighton hove,tim robinson,Premier_League
2023-12-17T14:00:00Z,17,brentford,aston villa,1,2,1,0,1,aston villa,brentford,david coote,Premier_League
2023-12-17T14:00:00Z,17,west ham,wolverhampton,3,0,2,0,3,west ham,wolverhampton,chris kavanagh,Premier_League
2023-12-17T16:30:00Z,17,liverpool,man united,0,0,0,0,0,draw,draw,michael oliver,Premier_League
2023-12-21T20:00:00Z,18,crystal palace,brighton hove,1,1,1,0,0,draw,draw,john brooks,Premier_League
2023-12-22T20:00:00Z,18,aston villa,sheffield utd,1,1,0,0,0,draw,draw,anthony taylor,Premier_League
